,Date,Interest Rate,Inflation Rate,Close SP500,CPIAUCSL,Close Russell,Close Oil,Close Gold
83,1961-06-01,1.73,1.0,,,,,
84,1961-07-01,1.17,1.3,,,,,
85,1961-08-01,2.0,1.3,,,,,
86,1961-09-01,1.88,1.6,,,,,
87,1961-10-01,2.26,1.3,,,,,
88,1961-11-01,2.61,1.3,,,,,
89,1961-12-01,2.33,1.3,,,,,
90,1962-01-01,2.15,1.3,,,,,
91,1962-01-02,,,5.360603987549742,,,,
92,1962-01-03,,,5.347035354934633,,,,
93,1962-01-04,,,5.310443965097268,,,,
94,1962-01-05,,,5.218027563765645,,,,
95,1962-01-08,,,5.1927860692764325,,,,
96,1962-01-09,,,5.183254357737799,,,,
97,1962-01-10,,,5.1981106565023465,,,,
98,1962-01-11,,,5.209130557564397,,,,
99,1962-01-12,,,5.244417359121144,,,,
100,1962-01-15,,,5.2014133200670285,,,,
101,1962-01-16,,,5.181564642737309,,,,
102,1962-01-17,,,5.163947709525625,,,,
103,1962-01-18,,,5.173080218955874,,,,
104,1962-01-19,,,5.172535345579187,,,,
105,1962-01-22,,,5.164309332768122,,,,
106,1962-01-23,,,5.148961572286983,,,,
107,1962-01-24,,,5.135460569212834,,,,
108,1962-01-25,,,5.1281919761871295,,,,
109,1962-01-26,,,5.107026393525302,,,,
110,1962-01-29,,,5.082261949777603,,,,
111,1962-01-30,,,5.098928357164065,,,,
112,1962-01-31,,,5.125382446994384,,,,
113,1962-02-01,2.37,1.3,5.159698425792158,30.11,,,
114,1962-02-02,,,5.17451441505303,,,,
115,1962-02-05,,,5.185251732977728,,,,
116,1962-02-06,,,5.202841181308031,,,,
117,1962-02-07,,,5.273106348390381,,,,
118,1962-02-08,,,5.314716076788803,,,,
119,1962-02-09,,,5.334930997962753,,,,
120,1962-02-12,,,5.348019813808302,,,,
121,1962-02-13,,,5.346525697348018,,,,
122,1962-02-14,,,5.327833687265714,,,,
123,1962-02-15,,,5.380811880653103,,,,
124,1962-02-16,,,5.354831711699565,,,,
125,1962-02-19,,,5.3492765706032515,,,,
126,1962-02-20,,,5.365482932577531,,,,
127,1962-02-21,,,5.32855552341789,,,,
128,1962-02-23,,,5.324688792849581,,,,
129,1962-02-26,,,5.300606043698887,,,,
130,1962-02-27,,,5.312260360767444,,,,
131,1962-02-28,,,5.308754048620661,,,,
132,1962-03-01,2.85,1.6,5.322227104256551,30.17,,,
133,1962-03-02,,,5.339906841516495,,,,
134,1962-03-05,,,5.316817719489336,,,,
135,1962-03-06,,,5.28810815513134,,,,
136,1962-03-07,,,5.292007545630137,,,,
137,1962-03-08,,,5.377689559943974,,,,
138,1962-03-09,,,5.39269953686744,,,,
139,1962-03-12,,,5.36912568906943,,,,
140,1962-03-13,,,5.389461961885293,,,,
141,1962-03-14,,,5.41039765222619,,,,
142,1962-03-15,,,5.405907926149666,,,,
143,1962-03-16,,,5.42206315913548,,,,
144,1962-03-19,,,5.424607442691922,,,,
145,1962-03-20,,,5.413838335312903,,,,
146,1962-03-21,,,5.419677122185628,,,,
147,1962-03-22,,,5.409811765265961,,,,
148,1962-03-23,,,5.414145302648346,,,,
149,1962-03-26,,,5.381919781366984,,,,
150,1962-03-27,,,5.358898684382439,,,,
151,1962-03-28,,,5.36200872125725,,,,
152,1962-03-29,,,5.345065845176578,,,,
153,1962-03-30,,,5.348832726478577,,,,
154,1962-04-01,2.78,1.3,,30.21,,,
155,1962-04-02,,,5.141840388178825,,,,
156,1962-04-03,,,5.0911769291758535,,,,
157,1962-04-04,,,5.076844613552094,,,,
158,1962-04-05,,,5.10073396384716,,,,
159,1962-04-06,,,5.107358171343804,,,,
160,1962-04-09,,,5.0570872563123705,,,,
161,1962-04-10,,,5.076554504632949,,,,
162,1962-04-11,,,5.064590729475022,,,,
163,1962-04-12,,,5.032310646474361,,,,
164,1962-04-13,,,5.027406177222728,,,,
165,1962-04-16,,,5.01124298632145,,,,
166,1962-04-17,,,5.033314128816127,,,,
167,1962-04-18,,,5.031229903697968,,,,
168,1962-04-19,,,5.078118045926094,,,,
169,1962-04-23,,,5.083446115255356,,,,
170,1962-04-24,,,5.083595334589481,,,,
171,1962-04-25,,,5.06479378849268,,,,
172,1962-04-26,,,5.034385965168476,,,,
173,1962-04-27,,,4.98432979285717,,,,
174,1962-04-30,,,4.870206324756145,,,,
175,1962-05-01,2.36,1.6,4.872376605272293,30.24,,,
176,1962-05-02,,,4.86309616535902,,,,
177,1962-05-03,,,4.864568457603455,,,,
178,1962-05-04,,,4.869022092223167,,,,
179,1962-05-07,,,4.843789468705654,,,,
180,1962-05-08,,,4.8109114816784855,,,,
181,1962-05-09,,,4.775281204581261,,,,
182,1962-05-10,,,4.740646305680275,,,,
183,1962-05-11,,,4.717794286906719,,,,
184,1962-05-14,,,4.74673643052578,,,,
185,1962-05-15,,,4.794873901605606,,,,
186,1962-05-16,,,4.791060416102409,,,,
187,1962-05-17,,,4.768872362077236,,,,
188,1962-05-18,,,4.764595000445842,,,,
189,1962-05-21,,,4.75499752342701,,,,
190,1962-05-22,,,4.683871202766896,,,,
191,1962-05-23,,,4.620170047581196,,,,
192,1962-05-24,,,4.5603895509243015,,,,
193,1962-05-25,,,4.406414018571377,,,,
194,1962-05-28,,,4.103405832350254,,,,
195,1962-05-29,,,4.296005951464176,,,,
196,1962-05-31,,,4.429757489860058,,,,
197,1962-06-01,2.68,1.6,4.424608305394649,30.21,,,
198,1962-06-04,,,4.289597181379795,,,,
199,1962-06-05,,,4.299957034289837,,,,
200,1962-06-06,,,4.373972242474556,,,,
201,1962-06-07,,,4.380234641134739,,,,
202,1962-06-08,,,4.401078466773033,,,,
203,1962-06-11,,,4.343338855206967,,,,
204,1962-06-12,,,4.243654462397099,,,,
205,1962-06-13,,,4.201140293031931,,,,
206,1962-06-14,,,4.095992859601974,,,,
207,1962-06-15,,,4.169695979654789,,,,
208,1962-06-18,,,4.18464016854763,,,,
209,1962-06-19,,,4.184277759790421,,,,
210,1962-06-20,,,4.129835835844278,,,,
211,1962-06-21,,,4.044034050554037,,,,
212,1962-06-22,,,3.9773027212917804,,,,
213,1962-06-25,,,3.9329206511378287,,,,
214,1962-06-26,,,3.9189829123020172,,,,
215,1962-06-27,,,3.9223065097630023,,,,
216,1962-06-28,,,4.037151142060757,,,,
217,1962-06-29,,,4.075080782175064,,,,
218,1962-07-01,2.71,1.3,,30.22,,,
219,1962-07-02,,,4.131663490235805,,,,
220,1962-07-03,,,4.202980487048626,,,,
221,1962-07-05,,,4.2504254129529,,,,
222,1962-07-06,,,4.2395515429973605,,,,
223,1962-07-09,,,4.266855034232139,,,,
224,1962-07-10,,,4.299426585435867,,,,
225,1962-07-11,,,4.344135024547577,,,,
226,1962-07-12,,,4.384520086944104,,,,
227,1962-07-13,,,4.375802205502987,,,,
228,1962-07-16,,,4.400892524421215,,,,
229,1962-07-17,,,4.327537541091442,,,,
230,1962-07-18,,,4.266377837061882,,,,
231,1962-07-19,,,4.28535191565752,,,,
232,1962-07-20,,,4.306474276483059,,,,
233,1962-07-23,,,4.307279183268547,,,,
234,1962-07-24,,,4.292767592072487,,,,
235,1962-07-25,,,4.301544854044915,,,,
236,1962-07-26,,,4.332629556953907,,,,
237,1962-07-27,,,4.3781503656506535,,,,
238,1962-07-30,,,4.45718645632267,,,,
239,1962-07-31,,,4.463326445817947,,,,
240,1962-08-01,2.93,1.3,4.4089362862706185,30.28,,,
241,1962-08-02,,,4.427004391849041,,,,
242,1962-08-03,,,4.435092684328556,,,,
243,1962-08-06,,,4.410826113224029,,,,
244,1962-08-07,,,4.391024290323258,,,,
245,1962-08-08,,,4.405659473538399,,,,
246,1962-08-09,,,4.392914079427719,,,,
247,1962-08-10,,,4.394361861944199,,,,
248,1962-08-13,,,4.383698501884937,,,,
249,1962-08-14,,,4.4049835854768755,,,,
250,1962-08-15,,,4.429875496029854,,,,
251,1962-08-16,,,4.4178794559836385,,,,
252,1962-08-17,,,4.432727243602276,,,,
253,1962-08-20,,,4.47891331166029,,,,
254,1962-08-21,,,4.484230137169361,,,,
255,1962-08-22,,,4.508755693435669,,,,
256,1962-08-23,,,4.501455918252468,,,,
257,1962-08-24,,,4.506904876530171,,,,
258,1962-08-27,,,4.502658081948757,,,,
259,1962-08-28,,,4.454693097472191,,,,
260,1962-08-29,,,4.452253985404968,,,,
261,1962-08-30,,,4.4611756831407545,,,,
262,1962-08-31,,,4.484749753475189,,,,
263,1962-09-01,2.9,1.3,,30.42,,,
264,1962-09-04,,,4.468998674154282,,,,
265,1962-09-05,,,4.449689808785916,,,,
266,1962-09-06,,,4.483949554264545,,,,
267,1962-09-07,,,4.494044042527675,,,,
268,1962-09-10,,,4.502115354835987,,,,
269,1962-09-11,,,4.508257744312286,,,,
270,1962-09-12,,,4.54215948432684,,,,
271,1962-09-13,,,4.536790352165699,,,,
272,1962-09-14,,,4.590978319644928,,,,
273,1962-09-17,,,4.593161028623581,,,,
274,1962-09-18,,,4.623121344447136,,,,
275,1962-09-19,,,4.654815959930421,,,,
276,1962-09-20,,,4.623902851939201,,,,
277,1962-09-21,,,4.57031927973032,,,,
278,1962-09-24,,,4.480675974190235,,,,
279,1962-09-25,,,4.481792633235455,,,,
280,1962-09-26,,,4.416973590254783,,,,
281,1962-09-27,,,4.42809120208025,,,,
282,1962-09-28,,,4.433303791284561,,,,
283,1962-10-01,2.9,1.3,4.384420663267374,30.38,,,
284,1962-10-02,,,4.415178880691529,,,,
285,1962-10-03,,,4.421430241465568,,,,
286,1962-10-04,,,4.450234146118164,,,,
287,1962-10-05,,,4.483526767194271,,,,
288,1962-10-08,,,4.5290561497211455,,,,
289,1962-10-09,,,4.5374312296509745,,,,
290,1962-10-10,,,4.545937423110008,,,,
291,1962-10-11,,,4.5340052276849745,,,,
292,1962-10-12,,,4.5164904907345775,,,,
293,1962-10-15,,,4.549880310893059,,,,
294,1962-10-16,,,4.522550713121891,,,,
295,1962-10-17,,,4.51303679138422,,,,
296,1962-10-18,,,4.483015198111534,,,,
297,1962-10-19,,,4.431223058998585,,,,
298,1962-10-22,,,4.381089915037155,,,,
299,1962-10-23,,,4.23966314047575,,,,
300,1962-10-24,,,4.307726433724165,,,,
301,1962-10-25,,,4.263498224467039,,,,
302,1962-10-26,,,4.292152671664954,,,,
303,1962-10-29,,,4.418347987830639,,,,
304,1962-10-30,,,4.474875266700983,,,,
305,1962-10-31,,,4.466022768616677,,,,
306,1962-11-01,2.94,1.3,4.47302428945899,30.38,,,
307,1962-11-02,,,4.537948525249958,,,,
308,1962-11-05,,,4.601679430603981,,,,
309,1962-11-07,,,4.598664589822293,,,,
310,1962-11-08,,,4.560869063436985,,,,
311,1962-11-09,,,4.610030625164509,,,,
312,1962-11-12,,,4.663639253079891,,,,
313,1962-11-13,,,4.6294077250361445,,,,
314,1962-11-14,,,4.684020337760448,,,,
315,1962-11-15,,,4.709523296654225,,,,
316,1962-11-16,,,4.753238342404366,,,,
317,1962-11-19,,,4.753484660089016,,,,
318,1962-11-20,,,4.824221006035804,,,,
319,1962-11-21,,,4.864264857769013,,,,
320,1962-11-23,,,4.882837041020394,,,,
321,1962-11-26,,,4.8426537004113195,,,,
322,1962-11-27,,,4.860537923276424,,,,
323,1962-11-28,,,4.850019440352916,,,,
324,1962-11-29,,,4.85947696596384,,,,
325,1962-11-30,,,4.805095264017582,,,,
326,1962-12-01,2.93,1.3,,30.38,,,
327,1962-12-03,,,4.803320932686329,,,,
328,1962-12-04,,,4.850714558362961,,,,
329,1962-12-05,,,4.870547727048397,,,,
330,1962-12-06,,,4.845372906625271,,,,
331,1962-12-07,,,4.856252092421055,,,,
332,1962-12-10,,,4.849064290523529,,,,
333,1962-12-11,,,4.849065187573433,,,,
334,1962-12-12,,,4.866762336492538,,,,
335,1962-12-13,,,4.851017007529736,,,,
336,1962-12-14,,,4.842708458602428,,,,
337,1962-12-17,,,4.8675953760743145,,,,
338,1962-12-18,,,4.802683617472649,,,,
339,1962-12-19,,,4.840102288722992,,,,
340,1962-12-20,,,4.8911691123247145,,,,
341,1962-12-21,,,4.912204204201698,,,,
342,1962-12-24,,,4.898920441567898,,,,
343,1962-12-26,,,4.930950366258621,,,,
344,1962-12-27,,,4.946124129891396,,,,
345,1962-12-28,,,4.984340259730816,,,,
346,1962-12-31,,,5.002871072888374,,,,
347,1963-01-01,2.92,1.0,,30.44,,,
348,1963-01-02,,,4.9836210441589355,,,,
349,1963-01-03,,,5.033058413863182,,,,
350,1963-01-04,,,5.0357488006353375,,,,
351,1963-01-07,,,5.045799637138844,,,,
352,1963-01-08,,,5.091436457931995,,,,
353,1963-01-09,,,5.072623062133789,,,,
354,1963-01-10,,,5.106132202744484,,,,
355,1963-01-11,,,5.113147190213203,,,,
356,1963-01-14,,,5.104819358587265,,,,
357,1963-01-15,,,5.097881401479245,,,,
358,1963-01-16,,,5.0787246537208555,,,,
359,1963-01-17,,,5.149532316029072,,,,
360,1963-01-18,,,5.144483894109726,,,,
361,1963-01-21,,,5.152471934258938,,,,
362,1963-01-22,,,5.187242219746113,,,,
363,1963-01-23,,,5.187105834782123,,,,
364,1963-01-24,,,5.1453754597902295,,,,
365,1963-01-25,,,5.199582977890969,,,,
366,1963-01-28,,,5.19704951941967,,,,
367,1963-01-29,,,5.222103610932827,,,,
368,1963-01-30,,,5.166777240931988,,,,
369,1963-01-31,,,5.198883266448974,,,,
370,1963-02-01,3.0,1.0,5.193113887012005,30.48,,,
371,1963-02-04,,,5.173626975715161,,,,
372,1963-02-05,,,5.145164655148983,,,,
373,1963-02-06,,,5.159509140849114,,,,
374,1963-02-07,,,5.1518242707848545,,,,
375,1963-02-08,,,5.122560702264309,,,,
376,1963-02-11,,,5.148301450014114,,,,
377,1963-02-12,,,5.147602000236511,,,,
378,1963-02-13,,,5.161009765863419,,,,
379,1963-02-14,,,5.1559575501084325,,,,
380,1963-02-15,,,5.156935213506221,,,,
381,1963-02-18,,,5.145021567940712,,,,
382,1963-02-19,,,5.134984122812748,,,,
383,1963-02-20,,,5.109750548303127,,,,
384,1963-02-21,,,5.072033579349518,,,,
385,1963-02-25,,,5.052728674113751,,,,
386,1963-02-26,,,5.046610025167465,,,,
387,1963-02-27,,,5.013709014058113,,,,
388,1963-02-28,,,4.954658080637455,,,,
389,1963-03-01,2.98,1.0,4.897005682587624,30.51,,,
390,1963-03-04,,,4.983348334133625,,,,
391,1963-03-05,,,4.996117626428604,,,,
392,1963-03-06,,,5.0024334987998005,,,,
393,1963-03-07,,,5.031920109987259,,,,
394,1963-03-08,,,5.0610470077395435,,,,
395,1963-03-11,,,5.082787328660488,,,,
396,1963-03-12,,,5.1001346150040625,,,,
397,1963-03-13,,,5.117675005197525,,,,
398,1963-03-14,,,5.10671713322401,,,,
399,1963-03-15,,,5.135890942215919,,,,
400,1963-03-18,,,5.116731950640679,,,,
401,1963-03-19,,,5.089533418715,,,,
402,1963-03-20,,,5.128250015974045,,,,
403,1963-03-21,,,5.115651586949825,,,,
404,1963-03-22,,,5.135023107230663,,,,
405,1963-03-25,,,5.133588517606259,,,,
406,1963-03-26,,,5.105082742571831,,,,
407,1963-03-27,,,5.168078252375126,,,,
408,1963-03-28,,,5.152328442633152,,,,
409,1963-03-29,,,5.139692624211311,,,,
410,1963-04-01,2.9,1.3,5.185515826046466,30.48,,,
411,1963-04-02,,,5.179451299905777,,,,
412,1963-04-03,,,5.223507238328457,,,,
413,1963-04-04,,,5.249669848978519,,,,
414,1963-04-05,,,5.272549531459808,,,,
415,1963-04-08,,,5.279536274671554,,,,
416,1963-04-09,,,5.283415246605873,,,,
417,1963-04-10,,,5.305319069623947,,,,
418,1963-04-11,,,5.298674219846726,,,,
419,1963-04-15,,,5.2999985656142234,,,,
420,1963-04-16,,,5.321355797946453,,,,
421,1963-04-17,,,5.309673187434673,,,,
422,1963-04-18,,,5.313088430166244,,,,
423,1963-04-19,,,5.333728110790252,,,,
424,1963-04-22,,,5.311502139568329,,,,
425,1963-04-23,,,5.322077924013138,,,,
426,1963-04-24,,,5.341843082010746,,,,
427,1963-04-25,,,5.33541154563427,,,,
428,1963-04-26,,,5.319427326917649,,,,
429,1963-04-29,,,5.321322693228722,,,,
430,1963-04-30,,,5.344726201891899,,,,
431,1963-05-01,3.0,1.0,5.329779752790928,30.51,,,
432,1963-05-02,,,5.358144176900387,,,,
433,1963-05-03,,,5.353101022839546,,,,
434,1963-05-06,,,5.347793801724911,,,,
435,1963-05-07,,,5.301625989675522,,,,
436,1963-05-08,,,5.333108086884022,,,,
437,1963-05-09,,,5.352784149348736,,,,
438,1963-05-10,,,5.35682833969593,,,,
439,1963-05-13,,,5.380121471583843,,,,
440,1963-05-14,,,5.35622975051403,,,,
441,1963-05-15,,,5.398522551059723,,,,
442,1963-05-16,,,5.377633295953274,,,,
443,1963-05-17,,,5.380506648421288,,,,
444,1963-05-20,,,5.3648471510410305,,,,
445,1963-05-21,,,5.3720972999930385,,,,
446,1963-05-22,,,5.364455722570419,,,,
447,1963-05-23,,,5.406462415754795,,,,
448,1963-05-24,,,5.38369931936264,,,,
449,1963-05-27,,,5.359168263673783,,,,
450,1963-05-28,,,5.360756597220898,,,,
451,1963-05-29,,,5.347442035973072,,,,
452,1963-05-31,,,5.349097993075848,,,,
453,1963-06-01,2.99,1.3,,30.61,,,
454,1963-06-03,,,5.333201234936714,,,,
455,1963-06-04,,,5.337012576758862,,,,
456,1963-06-05,,,5.298955124020576,,,,
457,1963-06-06,,,5.279644215404987,,,,
458,1963-06-07,,,5.259625966846943,,,,
459,1963-06-10,,,5.267003881335259,,,,
460,1963-06-11,,,5.300131171941757,,,,
461,1963-06-12,,,5.330066603720188,,,,
462,1963-06-13,,,5.303186371326446,,,,
463,1963-06-14,,,5.344696563482285,,,,
464,1963-06-17,,,5.331745426058769,,,,
465,1963-06-18,,,5.335188905596733,,,,
466,1963-06-19,,,5.315370037555694,,,,
467,1963-06-20,,,5.345155775249005,,,,
468,1963-06-21,,,5.352397701740265,,,,
469,1963-06-24,,,5.309224033355713,,,,
470,1963-06-25,,,5.293205119669437,,,,
471,1963-06-26,,,5.2544368320703505,,,,
472,1963-06-27,,,5.249393777251243,,,,
473,1963-06-28,,,5.278275864124298,,,,
474,1963-07-01,3.02,1.3,5.241159908771515,30.69,,,
475,1963-07-02,,,5.304544862806797,,,,
476,1963-07-03,,,5.309009983539581,,,,
477,1963-07-05,,,5.341154851317405,,,,
478,1963-07-08,,,5.326655557155609,,,,
479,1963-07-09,,,5.32829520881176,,,,
480,1963-07-10,,,5.322712097764015,,,,
481,1963-07-11,,,5.331312775611877,,,,
482,1963-07-12,,,5.326283900141716,,,,
483,1963-07-15,,,5.30429649591446,,,,
484,1963-07-16,,,5.290077719390393,,,,
485,1963-07-17,,,5.29439549177885,,,,
486,1963-07-18,,,5.2842508065700535,,,,
487,1963-07-19,,,5.287977937459946,,,,
488,1963-07-22,,,5.275334451794624,,,,
489,1963-07-23,,,5.27125947535038,,,,
490,1963-07-24,,,5.285083759129048,,,,
491,1963-07-25,,,5.2656363180279735,,,,
492,1963-07-26,,,5.298219701647758,,,,
493,1963-07-29,,,5.29731124162674,,,,
494,1963-07-30,,,5.358482030928135,,,,
495,1963-07-31,,,5.329585914909839,,,,
496,1963-08-01,3.49,1.6,5.3389035046100615,30.75,,,
497,1963-08-02,,,5.344671213924885,,,,
498,1963-08-05,,,5.379847637116909,,,,
499,1963-08-06,,,5.40304096698761,,,,
500,1963-08-07,,,5.3815987184643745,,,,
501,1963-08-08,,,5.400379814207554,,,,
502,1963-08-09,,,5.4233513820171355,,,,
503,1963-08-12,,,5.472745788097382,,,,
504,1963-08-13,,,5.467637105584145,,,,
505,1963-08-14,,,5.468980166614056,,,,
506,1963-08-15,,,5.500812919735909,,,,
507,1963-08-16,,,5.493464272022248,,,,
508,1963-08-19,,,5.504484961628914,,,,
509,1963-08-20,,,5.490996987819671,,,,
510,1963-08-21,,,5.494258786737919,,,,
511,1963-08-22,,,5.509159598946571,,,,
512,1963-08-23,,,5.52045914888382,,,,
513,1963-08-26,,,5.531028951108456,,,,
514,1963-08-27,,,5.498180935382843,,,,
515,1963-08-28,,,5.515850192010403,,,,
516,1963-08-29,,,5.525005331039429,,,,
517,1963-08-30,,,5.557319538891315,,,,
518,1963-09-01,3.48,1.3,,30.72,,,
519,1963-09-03,,,5.587651917338372,,,,
520,1963-09-04,,,5.585304038524628,,,,
521,1963-09-05,,,5.638301180899143,,,,
522,1963-09-06,,,5.618569840788841,,,,
523,1963-09-09,,,5.57428597420454,,,,
524,1963-09-10,,,5.622415471673012,,,,
525,1963-09-11,,,5.636661968231201,,,,
526,1963-09-12,,,5.628819373548031,,,,
527,1963-09-13,,,5.6162775519490244,,,,
528,1963-09-16,,,5.618174532949925,,,,
529,1963-09-17,,,5.603789209127426,,,,
530,1963-09-18,,,5.543867393732071,,,,
531,1963-09-19,,,5.586168765425682,,,,
532,1963-09-20,,,5.611466116607189,,,,
533,1963-09-23,,,5.560747835338116,,,,
534,1963-09-24,,,5.545086663365364,,,,
535,1963-09-25,,,5.487150322794914,,,,
536,1963-09-26,,,5.475040300488472,,,,
537,1963-09-27,,,5.495060182213783,,,,
538,1963-09-30,,,5.468170791268348,,,,
539,1963-10-01,3.5,1.3,5.4949004781246185,30.75,,,
540,1963-10-02,,,5.477121883332729,,,,
541,1963-10-03,,,5.492312407791615,,,,
542,1963-10-04,,,5.458788802325725,,,,
543,1963-10-07,,,5.4592603743076324,,,,
544,1963-10-08,,,5.441412273645401,,,,
545,1963-10-09,,,5.418798707425594,,,,
546,1963-10-10,,,5.393425531089306,,,,
547,1963-10-11,,,5.40466816663742,,,,
548,1963-10-14,,,5.413769518136978,,,,
549,1963-10-15,,,5.438825336396694,,,,
550,1963-10-16,,,5.453280436396599,,,,
551,1963-10-17,,,5.443591169714928,,,,
552,1963-10-18,,,5.432171757221222,,,,
553,1963-10-21,,,5.443404983580113,,,,
554,1963-10-22,,,5.42721303075552,,,,
555,1963-10-23,,,5.416796645224094,,,,
556,1963-10-24,,,5.4254190275073055,,,,
557,1963-10-25,,,5.459955413043499,,,,
558,1963-10-28,,,5.460152771472931,,,,
559,1963-10-29,,,5.456395440101623,,,,
560,1963-10-30,,,5.483835477828979,,,,
561,1963-10-31,,,5.503933037519455,,,,
562,1963-11-01,3.48,1.6,5.517348384857177,30.78,,,
563,1963-11-04,,,5.509053051173687,,,,
564,1963-11-06,,,5.46558633685112,,,,
565,1963-11-07,,,5.498094302713871,,,,
566,1963-11-08,,,5.511296325623989,,,,
567,1963-11-11,,,5.5137067905068395,,,,
568,1963-11-12,,,5.5182715916633605,,,,
569,1963-11-13,,,5.502264575958252,,,,
570,1963-11-14,,,5.472941339015961,,,,
571,1963-11-15,,,5.435720570385456,,,,
572,1963-11-18,,,5.416587812006473,,,,
573,1963-11-19,,,5.417983878254891,,,,
574,1963-11-20,,,5.431313063204288,,,,
575,1963-11-21,,,5.3825522726774215,,,,
576,1963-11-22,,,5.265196711719036,,,,
577,1963-11-26,,,5.397100767195225,,,,
578,1963-11-27,,,5.39592894256115,,,,
579,1963-11-29,,,5.45372476041317,,,,
580,1963-12-01,3.38,1.6,,30.88,,,
581,1963-12-02,,,5.472948146164417,,,,
582,1963-12-03,,,5.480798196494579,,,,
583,1963-12-04,,,5.429748454988003,,,,
584,1963-12-05,,,5.460494351685047,,,,
585,1963-12-06,,,5.4721026626229285,,,,
586,1963-12-09,,,5.441297264695168,,,,
587,1963-12-10,,,5.458381674587726,,,,
588,1963-12-11,,,5.46598272562027,,,,
589,1963-12-12,,,5.484279878139496,,,,
590,1963-12-13,,,5.477462704181671,,,,
591,1963-12-16,,,5.520646040439606,,,,
592,1963-12-17,,,5.508138789534569,,,,
593,1963-12-18,,,5.489649146795273,,,,
594,1963-12-19,,,5.469691827595234,,,,
595,1963-12-20,,,5.50531337916851,,,,
596,1963-12-23,,,5.496666305363179,,,,
597,1963-12-24,,,5.500925256609917,,,,
598,1963-12-26,,,5.536048427522182,,,,
