Date,Price,Open,High,Low,Change %
2023-11-02,1985.51,1983.53,1991.49,1978.9,0.17
2023-11-01,1982.15,1983.01,1992.09,1969.9,-0.03
2023-10-31,1982.7,1996.0,2007.8,1978.9,-0.66
2023-10-30,1995.88,2004.8,2007.37,1990.5,-0.49
2023-10-27,2005.78,1985.17,2009.48,1976.35,1.06
2023-10-26,1984.82,1979.97,1994.05,1971.6,0.26
2023-10-25,1979.62,1971.36,1987.19,1963.34,0.48
2023-10-24,1970.11,1972.97,1980.99,1953.5,-0.13
2023-10-23,1972.59,1972.9,1983.4,1964.36,-0.43
2023-10-20,1981.04,1974.31,1997.27,1971.93,0.37
2023-10-19,1973.7,1947.99,1977.86,1945.18,1.34
2023-10-18,1947.69,1923.7,1962.74,1923.05,1.28
2023-10-17,1923.07,1920.14,1931.56,1911.85,0.19
2023-10-16,1919.44,1929.3,1931.8,1907.65,-0.63
2023-10-13,1931.7,1869.02,1933.76,1868.94,3.37
2023-10-12,1868.65,1874.1,1885.3,1866.92,-0.26
2023-10-11,1873.61,1859.99,1877.22,1858.6,0.73
2023-10-10,1860.09,1861.27,1865.65,1852.65,-0.04
2023-10-09,1860.88,1832.74,1864.15,1832.63,1.56
2023-10-06,1832.26,1820.4,1834.97,1810.1,0.67
2023-10-05,1820.01,1820.49,1829.3,1812.7,-0.06
2023-10-04,1821.08,1824.3,1831.05,1816.15,-0.1
2023-10-03,1822.81,1827.96,1833.36,1814.7,-0.25
2023-10-02,1827.4,1848.13,1849.06,1826.6,-1.13
2023-09-29,1848.31,1865.43,1880.24,1846.34,-0.87
2023-09-28,1864.56,1875.73,1880.15,1857.76,-0.54
2023-09-27,1874.7,1900.69,1903.95,1872.47,-1.36
2023-09-26,1900.49,1916.03,1916.89,1899.17,-0.79
2023-09-25,1915.66,1925.24,1927.26,1915.0,-0.48
2023-09-22,1924.99,1920.08,1929.65,1919.58,0.28
2023-09-21,1919.57,1930.99,1931.74,1913.4,-0.52
2023-09-20,1929.68,1931.69,1947.8,1927.9,-0.07
2023-09-19,1930.94,1933.68,1937.94,1929.71,-0.11
2023-09-18,1933.14,1924.19,1934.61,1922.15,0.5
2023-09-15,1923.57,1910.9,1930.84,1909.74,0.69
2023-09-14,1910.32,1906.68,1912.99,1900.95,0.21
2023-09-13,1906.3,1913.55,1916.3,1905.5,-0.36
2023-09-12,1913.26,1922.9,1925.05,1907.15,-0.44
2023-09-11,1921.66,1919.16,1930.9,1916.9,0.2
2023-09-08,1917.81,1919.57,1930.19,1917.36,-0.07
2023-09-07,1919.19,1916.86,1923.67,1916.1,0.15
2023-09-06,1916.28,1926.16,1929.8,1914.8,-0.5
2023-09-05,1925.81,1938.59,1939.13,1925.22,-0.64
2023-09-04,1938.19,1940.49,1946.42,1936.15,-0.03
2023-09-01,1938.8,1940.19,1953.44,1934.59,-0.05
2023-08-31,1939.74,1942.61,1948.19,1938.86,-0.13
2023-08-30,1942.24,1937.48,1949.04,1934.94,0.26
2023-08-29,1937.12,1920.23,1938.41,1914.0,0.91
2023-08-28,1919.66,1916.09,1926.19,1912.83,0.27
2023-08-25,1914.53,1917.8,1923.09,1903.4,-0.15
2023-08-24,1917.43,1914.15,1923.94,1911.35,0.16
2023-08-23,1914.31,1897.8,1920.94,1897.23,0.89
2023-08-22,1897.47,1895.09,1905.05,1888.6,0.19
2023-08-21,1893.94,1889.4,1899.05,1884.5,0.3
2023-08-18,1888.19,1889.49,1897.44,1886.2,-0.04
2023-08-17,1888.89,1892.2,1903.9,1884.5,-0.15
2023-08-16,1891.76,1901.59,1907.9,1891.3,-0.52
2023-08-15,1901.56,1907.4,1912.19,1896.15,-0.33
2023-08-14,1907.9,1913.67,1916.55,1902.2,-0.28
2023-08-11,1913.32,1912.65,1921.15,1910.94,0.07
2023-08-10,1912.06,1914.94,1930.11,1911.73,-0.13
2023-08-09,1914.59,1925.16,1932.48,1914.05,-0.53
2023-08-08,1924.82,1936.76,1938.15,1922.5,-0.6
2023-08-07,1936.39,1942.59,1946.81,1931.53,-0.27
2023-08-04,1941.62,1934.12,1947.19,1929.75,0.41
2023-08-03,1933.74,1934.66,1939.03,1929.55,0.01
2023-08-02,1933.56,1945.74,1955.4,1933.0,-0.54
2023-08-01,1944.08,1965.1,1966.24,1941.2,-1.02
2023-07-31,1964.19,1959.49,1972.44,1951.0,0.25
2023-07-28,1959.2,1944.27,1963.71,1944.27,0.73
2023-07-27,1944.99,1972.08,1982.24,1942.61,-1.38
2023-07-26,1972.1,1964.99,1978.31,1961.99,0.38
2023-07-25,1964.58,1955.2,1966.03,1953.21,0.52
2023-07-24,1954.51,1962.09,1967.97,1953.42,-0.29
2023-07-21,1960.23,1969.99,1973.89,1956.82,-0.48
2023-07-20,1969.62,1976.8,1987.59,1965.4,-0.39
2023-07-19,1977.25,1978.97,1981.05,1969.75,-0.07
2023-07-18,1978.71,1954.59,1984.39,1954.44,1.23
2023-07-17,1954.74,1954.9,1959.91,1945.82,-0.01
2023-07-14,1954.93,1961.58,1963.81,1951.0,-0.27
2023-07-13,1960.19,1957.44,1963.69,1952.71,0.16
2023-07-12,1957.09,1932.59,1959.82,1932.18,1.3
2023-07-11,1931.99,1925.4,1938.69,1924.4,0.36
2023-07-10,1924.99,1925.19,1928.31,1912.68,0.04
2023-07-07,1924.28,1911.07,1934.92,1909.56,0.71
2023-07-06,1910.8,1916.05,1927.69,1902.68,-0.34
2023-07-05,1917.32,1925.9,1935.17,1914.48,-0.4
2023-07-04,1925.09,1921.78,1930.84,1919.9,0.19
2023-07-03,1921.43,1919.4,1931.09,1910.1,0.1
2023-06-30,1919.57,1908.53,1922.9,1900.56,0.6
2023-06-29,1908.15,1908.8,1913.15,1893.01,0.04
2023-06-28,1907.42,1913.59,1917.24,1902.84,-0.31
2023-06-27,1913.35,1923.21,1930.85,1911.19,-0.49
2023-06-26,1922.85,1924.3,1933.48,1921.59,0.08
2023-06-23,1921.36,1913.8,1937.1,1910.24,0.41
2023-06-22,1913.52,1932.09,1935.0,1912.34,-0.97
2023-06-21,1932.26,1935.42,1939.55,1919.34,-0.19
2023-06-20,1935.91,1950.9,1956.87,1929.77,-0.73
2023-06-19,1950.12,1957.99,1958.93,1947.8,-0.37
2023-06-16,1957.36,1957.68,1968.0,1953.42,-0.01
2023-06-15,1957.65,1943.44,1960.34,1925.3,0.75
2023-06-14,1942.99,1943.49,1960.41,1939.73,-0.02
2023-06-13,1943.33,1957.69,1970.74,1939.99,-0.69
2023-06-12,1956.92,1960.25,1967.55,1948.8,-0.19
2023-06-09,1960.6,1968.1,1973.09,1956.73,-0.36
2023-06-08,1967.76,1940.59,1970.5,1939.81,1.45
2023-06-07,1939.63,1963.59,1970.26,1939.8,-1.18
2023-06-06,1962.85,1962.11,1966.85,1954.0,0.06
2023-06-05,1961.76,1947.59,1964.13,1938.14,0.73
2023-06-02,1947.63,1978.14,1983.52,1947.67,-1.53
2023-06-01,1977.88,1962.8,1983.27,1953.43,0.79
2023-05-31,1962.3,1959.3,1975.34,1953.67,0.16
2023-05-30,1959.14,1944.19,1963.63,1932.08,0.84
2023-05-29,1942.84,1944.09,1949.75,1940.3,-0.18
2023-05-26,1946.33,1940.69,1957.4,1936.84,0.31
2023-05-25,1940.34,1958.13,1964.95,1938.86,-0.85
2023-05-24,1957.01,1975.19,1985.3,1956.51,-0.9
2023-05-23,1974.73,1971.99,1977.8,1954.29,0.27
2023-05-22,1969.43,1977.8,1982.66,1968.4,-0.36
2023-05-19,1976.56,1957.4,1984.09,1954.05,0.94
2023-05-18,1958.05,1981.52,1986.12,1951.97,-1.19
2023-05-17,1981.72,1988.94,1993.13,1974.8,-0.35
2023-05-16,1988.6,2015.9,2018.94,1985.47,-1.58
2023-05-15,2020.6,2011.72,2022.2,2007.28,0.47
2023-05-12,2011.15,2015.19,2022.56,2001.05,-0.22
2023-05-11,2015.55,2030.56,2041.44,2011.19,-0.69
2023-05-10,2029.51,2034.19,2048.22,2021.57,-0.23
2023-05-09,2034.17,2022.24,2037.7,2019.5,0.63
2023-05-08,2021.39,2015.95,2029.63,2014.1,0.24
2023-05-05,2016.54,2051.73,2053.13,1999.3,-1.69
2023-05-04,2051.11,2036.86,2073.29,2030.34,0.59
2023-05-03,2039.02,2014.8,2040.69,2007.96,1.13
2023-05-02,2016.28,1982.81,2019.54,1978.38,1.73
2023-05-01,1982.05,1991.34,2006.05,1977.05,-0.38
2023-04-28,1989.65,1986.75,1995.13,1976.08,0.09
2023-04-27,1987.87,1987.58,2003.45,1973.8,-0.08
2023-04-26,1989.48,2000.63,2009.51,1983.43,-0.42
2023-04-25,1997.87,1991.45,2003.9,1976.14,0.45
2023-04-24,1988.88,1981.34,1990.97,1974.19,0.3
2023-04-21,1982.89,2004.29,2005.75,1971.65,-1.07
2023-04-20,2004.34,1993.58,2012.74,1990.49,0.56
2023-04-19,1993.26,2007.49,2008.33,1969.28,-0.58
2023-04-18,2004.93,1995.19,2011.98,1991.33,0.51
2023-04-17,1994.77,2001.85,2015.13,1981.34,-0.41
2023-04-14,2003.04,2040.4,2047.6,1992.41,-1.8
2023-04-13,2039.73,2014.0,2048.84,2012.45,1.24
2023-04-12,2014.67,2003.67,2028.4,2001.18,0.58
2023-04-11,2003.14,1990.36,2007.58,1988.72,0.66
2023-04-10,1989.95,2008.3,2011.17,1981.59,-0.9
2023-04-06,2008.02,2020.13,2021.63,2000.88,-0.61
2023-04-05,2020.35,2020.44,2032.2,2009.99,0.02
2023-04-04,2019.97,1984.59,2025.19,1977.01,1.81
2023-04-03,1984.11,1970.84,1990.64,1949.82,0.82
2023-03-31,1967.9,1978.62,1987.84,1966.89,-0.62
2023-03-30,1980.25,1962.58,1984.4,1955.44,0.83
2023-03-29,1964.04,1972.82,1974.64,1958.62,-0.49
2023-03-28,1973.69,1957.23,1975.45,1948.66,0.88
2023-03-27,1956.56,1977.66,1979.89,1943.68,-1.04
2023-03-24,1977.22,1993.99,2003.19,1975.18,-0.82
2023-03-23,1993.5,1967.91,2003.43,1964.39,1.21
2023-03-22,1969.58,1940.44,1978.93,1934.33,1.52
2023-03-21,1940.15,1979.17,1985.3,1935.41,-1.95
2023-03-20,1978.71,1987.59,2010.19,1965.77,-0.46
2023-03-17,1987.93,1920.0,1989.8,1918.33,3.59
2023-03-16,1919.12,1920.54,1934.12,1907.55,0.05
2023-03-15,1918.1,1903.91,1937.46,1885.78,0.84
2023-03-14,1902.12,1913.19,1914.52,1895.17,-0.58
2023-03-13,1913.23,1869.01,1914.79,1869.01,2.43
2023-03-10,1867.83,1830.96,1870.28,1827.71,2.02
2023-03-09,1830.89,1813.65,1835.56,1811.84,0.95
2023-03-08,1813.59,1813.61,1824.38,1809.4,0.0
2023-03-07,1813.52,1846.92,1852.26,1812.72,-1.8
2023-03-06,1846.85,1855.35,1858.84,1845.08,-0.44
2023-03-03,1854.97,1836.1,1856.47,1834.51,1.03
2023-03-02,1836.0,1837.2,1838.94,1829.44,-0.04
2023-03-01,1836.81,1827.24,1845.05,1823.05,0.53
2023-02-28,1827.15,1817.38,1831.27,1804.65,0.54
2023-02-27,1817.31,1812.01,1820.22,1806.68,0.36
2023-02-24,1810.81,1822.74,1827.98,1808.91,-0.65
2023-02-23,1822.64,1825.12,1834.43,1817.55,-0.13
2023-02-22,1825.04,1834.71,1846.26,1823.05,-0.51
2023-02-21,1834.32,1841.71,1844.44,1829.7,-0.37
2023-02-20,1841.14,1842.73,1847.86,1837.09,-0.02
2023-02-17,1841.59,1837.52,1843.77,1818.34,0.23
2023-02-16,1837.44,1836.56,1845.45,1827.18,0.07
2023-02-15,1836.19,1854.35,1860.18,1830.2,-0.98
2023-02-14,1854.29,1853.67,1871.03,1843.2,0.05
2023-02-13,1853.39,1865.69,1866.83,1850.42,-0.6
2023-02-10,1864.67,1861.68,1872.31,1852.69,0.18
2023-02-09,1861.39,1875.64,1890.69,1858.89,-0.76
2023-02-08,1875.59,1874.05,1886.28,1867.4,0.09
2023-02-07,1873.81,1867.39,1884.45,1864.94,0.35
2023-02-06,1867.36,1865.17,1881.54,1860.39,0.1
2023-02-03,1865.53,1912.57,1918.72,1861.41,-2.45
2023-02-02,1912.37,1950.54,1959.77,1911.33,-1.95
2023-02-01,1950.42,1927.92,1954.63,1920.56,1.17
2023-01-31,1927.88,1922.82,1931.15,1900.74,0.28
2023-01-30,1922.52,1928.4,1934.61,1920.58,-0.25
2023-01-27,1927.34,1929.4,1935.15,1916.65,-0.09
2023-01-26,1928.99,1946.09,1949.27,1918.74,-0.87
2023-01-25,1945.93,1937.54,1948.12,1919.88,0.44
2023-01-24,1937.45,1931.35,1942.93,1916.82,0.32
2023-01-23,1931.3,1926.2,1935.69,1911.44,0.25
2023-01-20,1926.57,1931.48,1937.72,1920.58,-0.25
2023-01-19,1931.39,1903.83,1935.4,1900.48,1.45
2023-01-18,1903.76,1908.46,1926.3,1896.56,-0.24
2023-01-17,1908.39,1917.81,1919.83,1903.51,-0.5
2023-01-16,1918.0,1920.39,1929.24,1910.74,-0.12
2023-01-13,1920.21,1897.03,1922.24,1891.8,1.23
